amount,dealsubtype,dealtype,from.id,from.label,from.name,from.taxonomy,id,realsector,sector.id,sector.label,sector.name,sector.taxonomy,time.day,time.id,time.label,time.month,time.name,time.quarter,time.taxonomy,time.week,time.year,time.yearmonth,to.id,to.label,to.name,to.taxonomy
22041000000.0,Partial (15%),Public Offering,21,China,cn,from,533c89041436c250e7e0de6a426c0a9f25cb0a32,,2,Financial,financial,sector,01,2,01. January 2006,01,2006-01-01,0,time,00,2006,200601,263,Industrial and Commercial Bank of China,industrial-and-commercial-bank-of-china,to
15400000000.0,,Trade sale,5,Argentina,ar,from,2bbe2eb84f0b8b5cdc1fa1d4887d382cfaf08431,Mining and quarrying (Oil and gas),3,Energy,energy,sector,01,14,01. January 1999,01,1999-01-01,0,time,00,1999,199901,1990,Yacimietos Petroliferos Fiscales (YPF),yacimietos-petroliferos-fiscales-ypf,to
13714000000.0,Partial,Public Offering,21,China,cn,from,a6c61f0bbcd4552ba701bcfc8e5eef4373db938b,,2,Financial,financial,sector,01,2,01. January 2006,01,2006-01-01,0,time,00,2006,200601,227,Bank of China,bank-of-china,to
10700000000.0,,Public Offering,80,Russian Federation,ru,from,f04f974905e2d193e18c6b541099b2af2eb5186b,,3,Energy,energy,sector,01,2,01. January 2006,01,2006-01-01,0,time,00,2006,200601,1258,Rosneft,rosneft,to
9154000000.0,A-shares,IPO,21,China,cn,from,e57f37798bc873d443fdee6b6f3b8bb6b9b09962,,3,Energy,energy,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,296,PetroChina Co Ltd,petrochina-co-ltd,to
9124000000.0,A-shares,IPO,21,China,cn,from,9bdc85dfe0816b2c582874155c9ba59fbcf14bda,,3,Energy,energy,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,295,China Shenhua Energy Co,china-shenhua-energy-co,to
8800000000.0,Partial,IPO,80,Russian Federation,ru,from,086707a4a8cba66b9aec46e609582d7ff0693c3e,,2,Financial,financial,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,1260,Sberbank,sberbank,to
8000000000.0,Partial,IPO,80,Russian Federation,ru,from,6d43726504b5888cb102512240ce83c35b496ab3,,2,Financial,financial,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,1261,Vneshtorgbank,vneshtorgbank,to
7955000000.0,,IPO,21,China,cn,from,493e6a4649bde44f943e4e8fad2ad88914aad7d7,,2,Financial,financial,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,301,China Construction Bank Corporations,china-construction-bank-corporations,to
7700000000.0,A-shares,IPO,21,China,cn,from,ec4b2c1fa1aed1b10abca60a9130c49673b86c24,,2,Financial,financial,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,303,China Pacific Insurance,china-pacific-insurance,to
6550000000.0,Block Sale,Tender,94,Turkey,tr,from,0fb43df3bab9c523bdaa459e199a1c9bcdbbc9bb,,1,Infrastructure,infrastructure,sector,01,1,01. January 2005,01,2005-01-01,0,time,00,2005,200501,1553,Turk Telekom,turk-telekom,to
6051000000.0,,IPO,21,China,cn,from,cf9348d625bf5800c37d6deb9c4b8efa8e5ffd4f,,2,Financial,financial,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,300,China CITIC Bank Corporation,china-citic-bank-corporation,to
5653000000.0,Partial,Divestiture,21,China,cn,from,0b7f3f79c8eeecb4982c2aeb1c965fc3c81b1619,,1,Infrastructure,infrastructure,sector,01,3,01. January 2000,01,2000-01-01,0,time,00,2000,200001,172,China United Communications,china-united-communications,to
5327000000.0,,IPO,21,China,cn,from,597526146c0df7f961c4dc2d610dd3d1afad02ab,,2,Financial,financial,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,304,Ping An Insurance (Group) Company of China,ping-an-insurance-group-company-of-china,to
4967000000.0,,Auction,15,Brazil,br,from,a75d13e6dcdbfce7c7ad9534c3dabb528e00bfd7,Fixed Telephone Services,1,Infrastructure,infrastructure,sector,01,12,01. January 1998,01,1998-01-01,0,time,00,1998,199801,2469,Telesp Participacoes S.A.,telesp-participacoes-s-a,to
4800000000.0,,Direct Sale,96,Ukraine,ua,from,be42604da0376d10769b2583f494e1dc5d4f69a0,,4,Competitive,competitive,sector,01,1,01. January 2005,01,2005-01-01,0,time,00,2005,200501,1624,Kryvorizhstal,kryvorizhstal,to
4700000000.0,Partial (62%),Divestiture,79,Romania,ro,from,b14a889c79d88fc1ebf0b3ccbc31901d2cbdb8a9,,2,Financial,financial,sector,01,2,01. January 2006,01,2006-01-01,0,time,00,2006,200601,1209,Banca Comerciala Romania,banca-comerciala-romania,to
4325000000.0,,Private sale,47,Kazakhstan,kz,from,51443872f32033dbc85c56612e070203ed2fdf5e,Oil,3,Energy,energy,sector,01,11,01. January 1997,01,1997-01-01,0,time,00,1997,199701,4880,Aktyubinskneft,aktyubinskneft,to
4300000000.0,,Divestiture,78,Poland,pl,from,ad859cf12ba62371801e65970b453652983420b2,,1,Infrastructure,infrastructure,sector,01,3,01. January 2000,01,2000-01-01,0,time,00,2000,200001,1106,Telekomunikacja Polska (TPSA),telekomunikacja-polska-tpsa,to
4233300000.0,Full,Divestiture,15,Brazil,br,from,fcec9be9fdd522f3be8c2d393f324bb0a7e1453e,,3,Energy,energy,sector,01,3,01. January 2000,01,2000-01-01,0,time,00,2000,200001,76,Petrobras,petrobras,to
4140000000.0,,,94,Turkey,tr,from,f473102ac56374f448fed961bd07180be4347ce6,,3,Energy,energy,sector,01,2,01. January 2006,01,2006-01-01,0,time,00,2006,200601,1492,Tupras ,tupras,to
4030000000.0,"Build, rehabilitate, operate, and transfer (100%)",Concession,63,Mexico,mx,from,8b30dbd08b7e52624005d464601a20a17b5c3036,,1,Infrastructure,infrastructure,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,876,First FARAC Highway Concession Package ,first-farac-highway-concession-package,to
3933000000.0,,ADRs,21,China,cn,from,76a6637aaa24e3285ff7238bafb317eff6379dea,Telecom,1,Infrastructure,infrastructure,sector,01,11,01. January 1997,01,1997-01-01,0,time,00,1997,199701,3017,China Telecom Hong Kong,china-telecom-hong-kong,to
3900000000.0,Partial (70%),Divestiture,80,Russian Federation,ru,from,03a8a60efdda7a42be9a7fa663b6b693387a36e7,,1,Infrastructure,infrastructure,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,1274,Wholesale Generating Company OAO OGK-4,wholesale-generating-company-oao-ogk-4,to
3881000000.0,,IPO,21,China,cn,from,8d8b466db5e00a65cf65b9456788ca464a4f9410,,2,Financial,financial,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,302,China Life Insurance Company,china-life-insurance-company,to
3774800000.0,,,26,Czech Republic,cz,from,8413c5547c96b4ec2223a2e4ce4e750158852ddb,,1,Infrastructure,infrastructure,sector,01,8,01. January 2002,01,2002-01-01,0,time,00,2002,200201,410,Transgas,transgas,to
3761000000.0,A shares,IPO,21,China,cn,from,cdce730114c7488075ced19431a7133908f26c51,,5,Primary,primary,sector,01,9,01. January 2008,01,2008-01-01,0,time,00,2008,200801,284,"China Coal Energy Co, LTD",china-coal-energy-co-ltd,to
3580500000.0,"Build, rehabilitate, operate, and transfer",Concession,15,Brazil,br,from,3fa197607551f9d75e3a083b46ab273d20fda483,,2,Financial,financial,sector,01,3,01. January 2000,01,2000-01-01,0,time,00,2000,200001,77,Banespa,banespa,to
3454000000.0,,IPO,21,China,cn,from,b70644f9fa5e45a651662fb2783c7dc5f2a18154,,2,Financial,financial,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,213,Bank of Communications,bank-of-communications,to
3300000000.0,,Private Sale,26,Czech Republic,cz,from,efe53a25db4019678e44be46678756d55dbbec87,,1,Infrastructure,infrastructure,sector,01,1,01. January 2005,01,2005-01-01,0,time,00,2005,200501,421,Cesky Telecom ,cesky-telecom,to
3298900000.0,,Auction,15,Brazil,br,from,c9db18eac88cb6fac0c4d6295378d5c71760b6e8,Mining,5,Primary,primary,sector,01,11,01. January 1997,01,1997-01-01,0,time,00,1997,199701,2344,Companhia Vale do Rio Doce (CVRD)???,companhia-vale-do-rio-doce-cvrd,to
3235000000.0,,,63,Mexico,mx,from,8bd0f2106bc1271f799ba92660e17c6e4b4594d4,Banking,2,Financial,financial,sector,01,18,01. January 1991,01,1991-01-01,0,time,00,1991,199101,5831,Banco Nacional de Mexico (Banamex),banco-nacional-de-mexico-banamex,to
3096000000.0,,Private  sale,5,Argentina,ar,from,126663846c7da95c679f8e035ff8b14d9ef41c61,Postal service,9,Services,services,sector,01,11,01. January 1997,01,1997-01-01,0,time,00,1997,199701,1983,Encotesa,encotesa,to
3082000000.0,,Auction,15,Brazil,br,from,c5a339fbf4f48edac2e8d160edaf0febf1bfd0d9,Telecommunications/ Mobile Phones - A Band,1,Infrastructure,infrastructure,sector,01,12,01. January 1998,01,1998-01-01,0,time,00,1998,199801,2468,Telesp Celular Participacoes S.A. - Area 1 & 2,telesp-celular-participacoes-s-a-area-1-2,to
3040000000.0,,"public offer, 75% of shares offered to foreign investors (ADS)",5,Argentina,ar,from,6149ea37b7c6d43ad68b210c5a12a60da253b172,Petroleum,3,Energy,energy,sector,01,16,01. January 1993,01,1993-01-01,0,time,00,1993,199301,1925,Yacimientos Petroliferos Fiscales (YPF),yacimientos-petroliferos-fiscales-ypf,to
3021600000.0,Partial,Divestiture,21,China,cn,from,cf7e209d2622a1bf8f3560714e302a4a894d9743,,2,Financial,financial,sector,01,5,01. January 2003,01,2003-01-01,0,time,00,2003,200301,201,China Life Insurance Co Ltd,china-life-insurance-co-ltd,to
3000000000.0,10% Stake,Direct Sale,21,China,cn,from,bbf2983e18385ab93ee31b487106e7370d2eaf3e,,2,Financial,financial,sector,01,1,01. January 2005,01,2005-01-01,0,time,00,2005,200501,231,Industrial & Commercial Bank of China,industrial-commercial-bank-of-china,to
3000000000.0,9% Stake,Direct Sale,21,China,cn,from,e32f6dcb6b4c485efc59ffdb0d14c9ff0595d069,,2,Financial,financial,sector,01,1,01. January 2005,01,2005-01-01,0,time,00,2005,200501,228,China Construction Bank,china-construction-bank,to
2949000000.0,,Auction,15,Brazil,br,from,9ced7b3332908779165aea793232911b8a4c79c4,Fixed Telephone Services,1,Infrastructure,infrastructure,sector,01,12,01. January 1998,01,1998-01-01,0,time,00,1998,199801,2467,Tele Norte Leste Participacoes S.A.,tele-norte-leste-participacoes-s-a,to
2900000000.0,,Greenfield,28,Egypt,eg,from,3153c5b5f257abf1b6debe930fc7b75007aadfaf,,1,Infrastructure,infrastructure,sector,01,2,01. January 2006,01,2006-01-01,0,time,00,2006,200601,467,Etisalat Misr (third GSM license),etisalat-misr-third-gsm-license,to
2890000000.0,Partial,Divestiture,21,China,cn,from,4f41084232cf45f96285a9d2d42c8fbb91ed31aa,,3,Energy,energy,sector,01,3,01. January 2000,01,2000-01-01,0,time,00,2000,200001,167,PetroChina,petrochina,to
2835000000.0,A-shares,IPO,21,China,cn,from,f7b4e40af190050da0fcdafdcfabbd2b345a91e1,,4,Competitive,competitive,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,290,China Railway Group,china-railway-group,to
2819000000.0,,"$114Mn cash, $2.7Bn DES",5,Argentina,ar,from,02dbdfc1270f75f5d5db9553a02de7914406294a,Telecommunications,1,Infrastructure,infrastructure,sector,01,17,01. January 1990,01,1990-01-01,0,time,01,1990,199001,1848,Telefonica de Argentina,telefonica-de-argentina,to
2800000000.0,Partial,IPO,22,Colombia,co,from,fb456217911002edaec8cb4c0ed3b9c8289a1cd0,,3,Energy,energy,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,355,Ecopetrol S.A.,ecopetrol-s-a,to
2770000000.0,,Block Sale,94,Turkey,tr,from,ce4bc2718c4b2d76ee6ba6933fc9bb5272c63b76,,4,Competitive,competitive,sector,01,2,01. January 2006,01,2006-01-01,0,time,00,2006,200601,1554,Erdemir,erdemir,to
2730000000.0,,Bid,15,Brazil,br,from,a7bb31c53d0eaa6e56565f4f348e1ba22e83ebd5,Power/ Electricity,1,Infrastructure,infrastructure,sector,01,11,01. January 1997,01,1997-01-01,0,time,00,1997,199701,2421,Companhia Paulista de Forca e Luz (CPFL),companhia-paulista-de-forca-e-luz-cpfl,to
2700000000.0,,Divestiture,84,Slovakia,sk,from,93259357af12c5aa77198e50aecee26ceb2b55ae,,1,Infrastructure,infrastructure,sector,01,8,01. January 2002,01,2002-01-01,0,time,00,2002,200201,1413,Slovensky Plynarensky Priemysel (SPP),slovensky-plynarensky-priemysel-spp,to
2660000000.0,Partial,Public Offering,21,China,cn,from,a31ea54983e2968a5423b2a2714f3ebdb33c4702,,2,Financial,financial,sector,01,2,01. January 2006,01,2006-01-01,0,time,00,2006,200601,262,China Merchant Bank,china-merchant-bank,to
2606000000.0,H shares,IPO,21,China,cn,from,0a6fa4165d4c795debeaf28fc47c0eb16d2ba664,,4,Competitive,competitive,sector,01,9,01. January 2008,01,2008-01-01,0,time,00,2008,200801,330,China Railway Construction Corporation Ltd.,china-railway-construction-corporation-ltd,to
2600000000.0,Partial (10%),IPO,79,Romania,ro,from,4877217941e26d133bc6caf77590cea3ba522282,,1,Infrastructure,infrastructure,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,1212,Romanian gas transmission company (Transgaz),romanian-gas-transmission-company-transgaz,to
2599000000.0,B Class Shares,Public Offer,74,Pakistan,pk,from,77c7bd23fed7cab45562789b8c09f21be412836f,,1,Infrastructure,infrastructure,sector,01,1,01. January 2005,01,2005-01-01,0,time,00,2005,200501,1056,Pakistan Telecommunications,pakistan-telecommunications,to
2543000000.0,"Rehabilitate, operate, and transfer",Concession,94,Turkey,tr,from,6b697717150e5ecdb7d58956be5493685f770691,,1,Infrastructure,infrastructure,sector,01,1,01. January 2005,01,2005-01-01,0,time,00,2005,200501,1551,Ataturk Airport ,ataturk-airport,to
2540000000.0,,GDRs,63,Mexico,mx,from,4719e74958e3688522434586f6b907b74b85e197,Banking,2,Financial,financial,sector,01,18,01. January 1991,01,1991-01-01,0,time,00,1991,199101,5830,Bancomer,bancomer,to
2530000000.0,,Direct Sale,66,Morocco,ma,from,d56e27f96d08649b3a1b9f106653514f21d0b942,,1,Infrastructure,infrastructure,sector,01,6,01. January 2004,01,2004-01-01,0,time,00,2004,200401,886,Maroc Telecom,maroc-telecom,to
2395000000.0,,"$100Mn cash, $2.3Bn DES",5,Argentina,ar,from,a49fb7e0656e7eab5eb2c9f4705d28029a352dd5,Telecommunications,1,Infrastructure,infrastructure,sector,01,17,01. January 1990,01,1990-01-01,0,time,01,1990,199001,1847,Telecom S.A.,telecom-s-a,to
2390700000.0,,auction,15,Brazil,br,from,e08cc95b2626b5a488b1fa51a32a7804102f02d1,Electricity,1,Infrastructure,infrastructure,sector,01,13,01. January 1996,01,1996-01-01,0,time,01,1996,199601,2395,Light Servicos de Electricidade,light-servicos-de-electricidade,to
2380000000.0,Partial (24.5%),Public Offering,21,China,cn,from,3010e4a9db17103d619b8ad517d852b9bbe6d192,,4,Competitive,competitive,sector,01,2,01. January 2006,01,2006-01-01,0,time,00,2006,200601,255,China Communications Construction Company,china-communications-construction-company,to
2363000000.0,,"ADRs for 1600 ""L""-shares (non-voting)",63,Mexico,mx,from,ff427569e9f895e21757481b590bcb538aae4644,Telecommunications,1,Infrastructure,infrastructure,sector,01,18,01. January 1991,01,1991-01-01,0,time,00,1991,199101,5818,Telefonos de Mexico (TELMEX),telefonos-de-mexico-telmex,to
2352450000.0,,Public Offer,78,Poland,pl,from,d4b93b3979db6a31a6f559a80c536714c243e7b5,,2,Financial,financial,sector,01,6,01. January 2004,01,2004-01-01,0,time,00,2004,200401,1154,PKO Bank Polski SA,pko-bank-polski-sa,to
2320000000.0,"Rehabilitate, operate, and transfer",Concession,40,Hungary,hu,from,a52a715836eb30a05b971ae7dd5f62ec82d80f3f,,1,Infrastructure,infrastructure,sector,01,1,01. January 2005,01,2005-01-01,0,time,00,2005,200501,692,Budapest International Airport,budapest-international-airport,to
2300000000.0,Partial (68.86 and 75%),Auction,80,Russian Federation,ru,from,8327066608d3a92b77fef8be62e6fd6a4fb20c91,,5,Primary,primary,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,1275,Elgaugol and Yakutugol,elgaugol-and-yakutugol,to
2300000000.0,"10% Disinvestment, Share Issue",Public Offer,41,India,in,from,8c026c201ee50452f1466699c97f6002c679603d,,3,Energy,energy,sector,01,6,01. January 2004,01,2004-01-01,0,time,00,2004,200401,730,ONGC,ongc,to
2300000000.0,26.6 million shares,Public Offering,47,Kazakhstan,kz,from,c49ac8760d98d22a65890d640c5991b9f0edd388,,3,Energy,energy,sector,01,2,01. January 2006,01,2006-01-01,0,time,00,2006,200601,809,KazMunaiGas,kazmunaigas,to
2300000000.0,,Concession,13,Bolivia,bo,from,e415b723dc4917423ce521b869a0865f070b2935,,5,Primary,primary,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,64,El Mutun,el-mutun,to
2276000000.0,,Auction,15,Brazil,br,from,6b6dde531deb80d4588eef467623c1268c1dec7c,Long Distance Carrier,1,Infrastructure,infrastructure,sector,01,12,01. January 1998,01,1998-01-01,0,time,00,1998,199801,2466,Embratel Participacoes S.A.,embratel-participacoes-s-a,to
2250000000.0,Partial (35%),Divestiture,93,Tunisia,tn,from,ec11955e2297dd6ca36a35470658182b010f0f1a,,1,Infrastructure,infrastructure,sector,01,2,01. January 2006,01,2006-01-01,0,time,00,2006,200601,1481,Tunisie Telecom,tunisie-telecom,to
2224700000.0,Partial (19%),Joint Venture,28,Egypt,eg,from,8d483c06663551ab65bf71295bd9539067212b26,,2,Financial,financial,sector,01,2,01. January 2006,01,2006-01-01,0,time,00,2006,200601,464,CIB,cib,to
2217500000.0,,Public offering,21,China,cn,from,92958785ae1a514422c1425928e28fa53bb15aa0,Telecommunications,1,Infrastructure,infrastructure,sector,01,14,01. January 1999,01,1999-01-01,0,time,00,1999,199901,3032,China Telecom (Hong Kong Ltd) - 2 tranches,china-telecom-hong-kong-ltd-2-tranches,to
2181000000.0,,Private sale,22,Colombia,co,from,b34ac38b22f1a096c2666bfbc694fb6bc994709e,Power,1,Infrastructure,infrastructure,sector,01,11,01. January 1997,01,1997-01-01,0,time,00,1997,199701,3057,Empresa de Energia de Bogota (EEB),empresa-de-energia-de-bogota-eeb,to
2110000000.0,,Private Sale,66,Morocco,ma,from,0b35b37888792cf88a6caf1af2199ce547986e12,,1,Infrastructure,infrastructure,sector,01,3,01. January 2000,01,2000-01-01,0,time,00,2000,200001,886,Maroc Telecom,maroc-telecom,to
2100000000.0,20% Stake,Direct Sale,21,China,cn,from,5d04ab00d6d35757e47d29b1915b6cc9bf528aad,,2,Financial,financial,sector,01,6,01. January 2004,01,2004-01-01,0,time,00,2004,200401,213,Bank of Communications,bank-of-communications,to
2100000000.0,A-shares,IPO,21,China,cn,from,6ce2a956587431689500e0edf4db5b9132892fef,,4,Competitive,competitive,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,291,China Shipper Container Lines,china-shipper-container-lines,to
2040000000.0,Partial (51%),Block sale,94,Turkey,tr,from,91a5440bda955840ad13b6f7d5c2faa9007e682a,,4,Competitive,competitive,sector,01,9,01. January 2008,01,2008-01-01,0,time,00,2008,200801,1578,PETK_M,petk-m,to
2000000000.0,A-shares,IPO,21,China,cn,from,acab438f24dfceb232b61997e7e2e8b93750aec6,,2,Financial,financial,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,297,Bank of Beijing,bank-of-beijing,to
1944000000.0,Partial (29%),Public Offering,21,China,cn,from,54c16b75bafcfcffd7b5c4ef73e08c94acd4a0be,,5,Primary,primary,sector,01,2,01. January 2006,01,2006-01-01,0,time,00,2006,200601,284,"China Coal Energy Co, LTD",china-coal-energy-co-ltd,to
1922000000.0,Partial,Public Offering,21,China,cn,from,cefe379d229c7daa194ce9c5398a813b0e9ceeaa,,1,Infrastructure,infrastructure,sector,01,2,01. January 2006,01,2006-01-01,0,time,00,2006,200601,266,Daqin Railway Co Ltd.,daqin-railway-co-ltd,to
1919000000.0,Full,Divestiture,83,Serbia,rs,from,3cc7420dab033b020fa1bd004c10be67f33f4dd4,,1,Infrastructure,infrastructure,sector,01,2,01. January 2006,01,2006-01-01,0,time,00,2006,200601,1323,Telenor Serbia,telenor-serbia,to
1911000000.0,Partial (15%),IPO,94,Turkey,tr,from,048dca78bcfbd67d9ef05799b68f1e1989a8edbc,,1,Infrastructure,infrastructure,sector,01,9,01. January 2008,01,2008-01-01,0,time,00,2008,200801,1553,Turk Telekom,turk-telekom,to
1885000000.0,,72% foreign,124,Venezuela,ve,from,07704e46f8f9d41461b8b7ca62184e7aaf991b2e,Telecommunications,1,Infrastructure,infrastructure,sector,01,18,01. January 1991,01,1991-01-01,0,time,00,1991,199101,9332,Compania Anonima Telefonos de Venezuela (CANTV),compania-anonima-telefonos-de-venezuela-cantv,to
1875000000.0,,Private sale,80,Russian Federation,ru,from,965dcdf7e1c42a6687738d04c182d07dddf965c9,Telecom,1,Infrastructure,infrastructure,sector,01,11,01. January 1997,01,1997-01-01,0,time,00,1997,199701,8369,Svyazinvest,svyazinvest,to
1870000000.0,,"$260Mn cash, $1.61Bn DES",5,Argentina,ar,from,49ef4874e8298532b20e2027faab3db33ad33c1c,Airlines,1,Infrastructure,infrastructure,sector,01,17,01. January 1990,01,1990-01-01,0,time,01,1990,199001,1850,Aerolineas Argentinas,aerolineas-argentinas,to
1860000000.0,,Private Sale,80,Russian Federation,ru,from,6f186052392a400db7a09a1f0c91accb2ac2e620,,3,Energy,energy,sector,01,6,01. January 2004,01,2004-01-01,0,time,00,2004,200401,1254,Slavneft,slavneft,to
1838800000.0,Partial (25%),IPO,94,Turkey,tr,from,5a7fd931d1182ad3c302c2a61314e10b577d7b90,,2,Financial,financial,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,1574,T. Hallkbank,t-hallkbank,to
1778000000.0,,Auction,15,Brazil,br,from,5e2e697ef91cceaf8718d35a6b2e0353df900076,Fixed Telephone Services,1,Infrastructure,infrastructure,sector,01,12,01. January 1998,01,1998-01-01,0,time,00,1998,199801,2465,Tele Centro Sul Participacoes S.A.,tele-centro-sul-participacoes-s-a,to
1777000000.0,,Auction,15,Brazil,br,from,f22e65cad0ec30c6c1c846303052ea9028056b85,Electric Energy - Distribution Company,1,Infrastructure,infrastructure,sector,01,12,01. January 1998,01,1998-01-01,0,time,00,1998,199801,2448,Eletropaulo Metropolitana - Electricidade de Sao Paulo S/A,eletropaulo-metropolitana-electricidade-de-sao-paulo-s-a,to
1760000000.0,,split 5%/ 5%/ 10.4%,63,Mexico,mx,from,80c1f3a3b52e24204b2d303696f7961e0501e9a4,Telecommunications,1,Infrastructure,infrastructure,sector,01,17,01. January 1990,01,1990-01-01,0,time,01,1990,199001,5818,Telefonos de Mexico (TELMEX),telefonos-de-mexico-telmex,to
1720000000.0,,Asset sale,94,Turkey,tr,from,43a36e520387dbbee6ac2460b7f73a3e200575da,,4,Competitive,competitive,sector,01,9,01. January 2008,01,2008-01-01,0,time,00,2008,200801,1579,Tekel Tobacco,tekel-tobacco,to
1700000000.0,,,79,Romania,ro,from,6b0864561719c6e176122afecc4b3c79f8658f2c,,3,Energy,energy,sector,01,6,01. January 2004,01,2004-01-01,0,time,00,2004,200401,1200,SNP Petrom,snp-petrom,to
1680000000.0,,"ADRs, GDRs and domestic offering",42,Indonesia,id,from,fc707394e25e9823f34890b09e7621aaf1ed558c,Telecommunications,1,Infrastructure,infrastructure,sector,01,10,01. January 1995,01,1995-01-01,0,time,00,1995,199501,4806,PT Telekomunikasi Indonesia,pt-telekomunikasi-indonesia,to
1610000000.0,Partial (80%),Divestiture,28,Egypt,eg,from,f8ffcb5bc1c564285355be3b873862a8d87a6784,,2,Financial,financial,sector,01,2,01. January 2006,01,2006-01-01,0,time,00,2006,200601,462,Bank of Alexandria,bank-of-alexandria,to
1590000000.0,,Private sale,15,Brazil,br,from,a455a0518005717c886f2c004a17c5d5f16a12ed,Power,1,Infrastructure,infrastructure,sector,01,11,01. January 1997,01,1997-01-01,0,time,00,1997,199701,2420,Companhia de Eletricidade de Bahia (COELBA),companhia-de-eletricidade-de-bahia-coelba,to
1550800000.0,Partial,Divestiture,66,Morocco,ma,from,775d7b7c83c3013fd7c19ecb844ae910e51497b3,,4,Competitive,competitive,sector,01,5,01. January 2003,01,2003-01-01,0,time,00,2003,200301,887,Regie des Tabacs,regie-des-tabacs,to
1500000000.0,,Asset sale,80,Russian Federation,ru,from,36f49a9de7b0548262a3f363f4b6df57dd3f240f,,1,Infrastructure,infrastructure,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,1270,UES-OGK-5,ues-ogk-5,to
1500000000.0,,Divestiture,80,Russian Federation,ru,from,50233d2bcb094c770a8e9ba1a9100e8576dd130d,,1,Infrastructure,infrastructure,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,1271,United Energy Systems (UES),united-energy-systems-ues,to
1490000000.0,,Bid,15,Brazil,br,from,66c94f83252fca420d5423a85ab0d2d5e3a23888,Power,1,Infrastructure,infrastructure,sector,01,11,01. January 1997,01,1997-01-01,0,time,00,1997,199701,2419,Companhia Norte-Nordeste de Distribuicao de Energia Eletrica (CNN),companhia-norte-nordeste-de-distribuicao-de-energia-eletrica-cnn,to
1480300000.0,,"Auction, public offer: non-cash payment",15,Brazil,br,from,4c9048f9f753f5e947ccb4d19b599149d51c45c2,Steel,8,Manufacturing & Services,manufacturing-services,sector,01,18,01. January 1991,01,1991-01-01,0,time,00,1991,199101,2350,Usiminas,usiminas,to
1470000000.0,H-shares,IPO,21,China,cn,from,09cb1f514cb094c20a24a278574d68e8597e71f6,,4,Competitive,competitive,sector,01,7,01. January 2007,01,2007-01-01,0,time,01,2007,200701,293,Sinotrans Shipping,sinotrans-shipping,to
1430000000.0,,Private Sale,21,China,cn,from,5f06ac2c775d6883a8a2554017a63962c7de892f,,1,Infrastructure,infrastructure,sector,01,8,01. January 2002,01,2002-01-01,0,time,00,2002,200201,189,China Telecom,china-telecom,to
1419000000.0,Partial,Divestiture,40,Hungary,hu,from,ecdcb69f0520705b2c167d0c7ce65800c80bb0a8,,1,Infrastructure,infrastructure,sector,01,2,01. January 2006,01,2006-01-01,0,time,00,2006,200601,695,Magyar Olaj-es Gazipari (MOL),magyar-olaj-es-gazipari-mol,to
1400000000.0,,"public offer, GDR issue",63,Mexico,mx,from,74388baf1b0c2c4232602fc0b9c5f035e6906f95,Telecommunications,1,Infrastructure,infrastructure,sector,01,19,01. January 1992,01,1992-01-01,0,time,00,1992,199201,5898,TELMEX,telmex,to
1400000000.0,,tender for both CPT & Entel;govt got $1.39B & CPT $0.61B,76,Peru,pe,from,ca76147a711bff70d6fad5d1a066aa2592d4ba0b,Telecommunications,1,Infrastructure,infrastructure,sector,01,20,01. January 1994,01,1994-01-01,0,time,00,1994,199401,6578,Entel/CPT,entel-cpt,to
1400000000.0,,Concession,63,Mexico,mx,from,f0cbeb3e0cdcc9db6ce47292fc380c040a6dfe36,Railway,1,Infrastructure,infrastructure,sector,01,13,01. January 1996,01,1996-01-01,0,time,01,1996,199601,5762,"Ferrocarril del Noreste, S.A. de C.V.",ferrocarril-del-noreste-s-a-de-c-v,to
1399010000.0,,Public offer,63,Mexico,mx,from,ad1cfbf7153c8e905f0e2a43732327b62ea2a6b9,Transport,1,Infrastructure,infrastructure,sector,01,11,01. January 1997,01,1997-01-01,0,time,00,1997,199701,5762,"Ferrocarril del Noreste, S.A. de C.V.",ferrocarril-del-noreste-s-a-de-c-v,to
